,Unnamed: 0,name,description,winery,ages,tipes_grapes,Colors
3930,3930,Albamar 2019,White wine Young. Winery: Albamar. D.O. Rías Baixas. (Galicia) Variety: Albariño,Albamar,Albamar,Albariño,White wine
3931,3931,Altos de Tamarón Roble 2019,Red wine Oak. Winery: Pagos del Rey. D.O. Ribera del Duero. (Castilla y León) Variety: Tinta del Pais,Pagos del Rey,Pagos del Rey,Ti,Red wine
3932,3932,Domaine des Amiel Big Black Coq 2019,Red wine Natural Organic. Winery: Domaine des Amiel. Vin de France. (Languedoc-Roussillon) Variety: Alicante Bouschet,Domaine des Amiel,Domaine des Amiel,Alicante,Red wine
3933,3933,Goyo Georgieva Blanco de Albillo y Malvasia 2019,Orange wine Skin Contact Natural Organic. Winery: Goyo García Viticultor. D.O. Ribera del Duero. (Castilla y León) Variety: Malvasía and Albillo.,Goyo García Viticultor,Goyo García Viticultor,Albillo,Orange wine
3934,3934,Flow Blanco 2019,White wine Aged on its lees Natural. 6 months on lees in stainless steel vats. Winery: Sota els Àngels. D.O. Empordà. (Catalonia) Variety: Cariñena and Picapoll Blanc.,LAN,LAN,Cariñena,White wine
3935,3935,Venus Blanc 2016,White wine Barrel. 10 months in oak barrels and 24 months in bottle. Winery: Venus La Universal. D.O. Montsant. (Catalonia) Variety: Xarel·lo,Venus La Universal,Venus La Universal,Xarel·lo,White wine
3936,3936,Baluarte Muscat 2019,White wine Young. Winery: Gran Feudo. D.O. Navarra. (Navarra) Variety: Muscat,Gran Feudo,Gran Feudo,Muscat,White wine
3937,3937,Cuqueira 2019,White wine Young. Winery: Cunqueiro. D.O. Ribeiro. (Galicia) Variety: Torrontés and Treixadura.,Cunqueiro,Cunqueiro,Torrontés,White wine
3938,3938,Urogallo La Fanfarria Blanco 2017,White wine Barrel Natural. 14 months in French oak barrels. Winery: Dominio del Urogallo. Vino de Mesa. (Asturias) Variety: Albillo and Albarín.,Dominio del Urogallo,Dominio del Urogallo,Albarín,White wine
3939,3939,200 Monges Reserva Magnum 2011,"Red wine Reserva. 24 months in French and American oak barrels. Winery: Vinícola Real. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo.",Graci,Graci,Graciano,Red wine
3940,3940,Acústic Rosat 2019,"Rosé wine Young Respectful agriculture. Winery: Acústic Celler. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta, Garnacha Gris and Cariñena.",Acústic Celler,Acústic Celler,Cariñena,Rosé wine
3941,3941,Urogallo La Fanfarria Tinto 2017,Red wine Barrel Natural. 6 months in French oak barrels used. Winery: Dominio del Urogallo. Vino de Mesa. (Asturias) Variety: Mencía and Albarín Tinto.,Dominio del Urogallo,Dominio del Urogallo,Albarín,Red wine
3942,3942,Les Sorcières du Clos des Fées Blanc 2018,"White wine Young. Winery: Le Clos des Fées. VDP des Côtes Catalanes. (Languedoc-Roussillon) Variety: Roussanne, Vermentino and Garnacha Blanca.",LAN,LAN,Côt,White wine
3943,3943,Ramón do Casar Treixadura 2019,White wine Young. Winery: Ramón do Casar. D.O. Ribeiro. (Galicia) Variety: Treixadura,Ramón do Casar,Ramón do Casar,Treixadura,White wine
3944,3944,SantYuste Paraje Fuentecilla 2019,White wine In large clay earthenware jars Organic Natural. Winery: Esmeralda García - Santyuste. Segovia. (Castilla y León) Variety: Verdejo,Esmeralda García - Santyuste,Esmeralda García - Santyuste,Ti,White wine
3945,3945,Viúva Gomes Colares Tinto 1969,Red wine Barrel Respectful agriculture. Winery: Adega Viúva Gomes. DOC Colares. (Lisboa) Variety: Ramisco,Adega Viúva Gomes,Adega Viúva Gomes,Ramisco,Red wine
3946,3946,Quinta da Serradinha Tinto 2016,"Red wine Barrel Organic. Winery: Quinta da Serradinha. Vinho regional de Lisboa. (Lisboa) Variety: Touriga Nacional, Alfrochiero and Castelão.",Quinta da Serradinha,Quinta da Serradinha,Alfrochiero,Red wine
3947,3947,Adega Reg. de Colares Arenae Ramisco 2010,Red wine Barrel. Winery: Adega Reg. de Colares. DOC Colares. (Lisboa) Variety: Ramisco,Adega Reg. de Colares,Adega Reg. de Colares,Ramisco,Red wine
3948,3948,Tiago Teles Raiz Branco 2018,Orange wine Skin Contact Organic Natural. Winery: Tiago Teles. Vinho de Portugal. (Beiras) Variety: Loureiro,Tiago Teles,Tiago Teles,Loureiro,Orange wine
3949,3949,Claus Preisinger Kalkestein Blaufränkisch 2018,Red wine Barrel Organic Natural Biodinámico. Winery: Claus Preisinger. Burgenland. (Burgenland) Variety: Blaufränkisch,Claus Preisinger,Claus Preisinger,Blaufränkisch,Red wine
3950,3950,Viúva Gomes Colares Branco 2018,White wine Barrel Respectful agriculture. Winery: Adega Viúva Gomes. DOC Colares. (Lisboa) Variety: Malvasía,Adega Viúva Gomes,Adega Viúva Gomes,Malvasía,White wine
3951,3951,Quinta da Palmirinha Branco 2018,White wine Aged on its lees Natural Organic. Winery: Quinta da Palmirinha. Vinho Verde. (Minho) Variety: Arinto and Azal Branco.,Quinta da Palmirinha,Quinta da Palmirinha,Arinto,White wine
3952,3952,AphrosWines Loureiro Branco 2018,Orange wine Skin Contact Organic Natural. Winery: Aphros Wines. Vinho Verde. (Minho) Variety: Loureiro,Aphros Wines,Aphros Wines,Loureiro,Orange wine
3953,3953,António Madeira Branco 2018,"White wine Aged on its lees Biodinámico Respectful agriculture. Winery: António Madeira. DOC Dao. (Beiras) Variety: Cercial, Bical, Arinto and Fernao Pires.",António Madeira,António Madeira,Arinto,White wine
3954,3954,António Madeira Vinhas Velhas Branco 2017,"White wine Barrel Respectful agriculture Natural Biodinámico. Winery: António Madeira. DOC Dao. (Beiras) Variety: Cercial, Bical, Encruzado, Arinto, Fernao Pires and Siria.",António Madeira,António Madeira,Arinto,White wine
3955,3955,António Madeira Vinhas Velhas Tinto 2017,"Red wine Barrel Biodinámico Natural Respectful agriculture. Winery: António Madeira. DOC Dao. (Beiras) Variety: Tinta Amarela, Jaen and Baga.",António Madeira,António Madeira,Baga,Red wine
3956,3956,António Madeira Tinto 2017,Red wine Barrel Respectful agriculture Biodinámico Natural. Winery: António Madeira. DOC Dao. (Beiras),António Madeira,António Madeira,0,Red wine
3957,3957,António Madeira Rosé 2018,"Rosé wine Biodinámico Natural Respectful agriculture. Winery: António Madeira. DOC Dao. (Beiras) Variety: Tinta Amarela, Baga, Rufete and Jaen.",António Madeira,António Madeira,Baga,Rosé wine
3958,3958,Humus Tosco Tinto 2018,Red wine Aged on its lees Natural Organic. Winery: Encosta da Quinta. Vinho regional de Lisboa. (Lisboa) Variety: Touriga Nacional and Castelão.,Encosta da Quinta,Encosta da Quinta,Castelão,Red wine
3959,3959,Humus Curtimenta 2018,"Orange wine Barrel Organic Natural. Winery: Encosta da Quinta. Vinho regional de Lisboa. (Lisboa) Variety: Touriga Nacional, Fernao Pires and Arinto.",Encosta da Quinta,Encosta da Quinta,Arinto,Orange wine
3960,3960,António Madeira A Palheira Tinto 2017,"Red wine Barrel Biodinámico Natural Respectful agriculture. 14 months in French oak barrels. Winery: António Madeira. DOC Dao. (Beiras) Variety: Tinta Amarela, Jaen and Baga.",António Madeira,António Madeira,Baga,Red wine
3961,3961,Humus Rosé 2018,Rosé wine Barrel Organic Natural. Winery: Encosta da Quinta. Vinho regional de Lisboa. (Lisboa) Variety: Touriga Nacional,Encosta da Quinta,Encosta da Quinta,Touriga Nacional,Rosé wine
3962,3962,COZs vp-Vital Branco 2018,White wine Barrel Organic Natural. Winery: COZs. Vinho de Portugal. (Lisboa) Variety: Vital,COZs,COZs,Vital,White wine
3963,3963,COZs vm-Castelão 2018,Red wine Barrel Organic Natural. Winery: COZs. Vinho de Portugal. (Lisboa) Variety: Castelão,COZs,COZs,Castelão,Red wine
3964,3964,COZs vo-Vital Macerado 2018,Orange wine Barrel Organic Natural. Winery: COZs. Vinho de Portugal. (Lisboa) Variety: Vital,COZs,COZs,Vital,Orange wine
3965,3965,COZs c2-Baga 2017,Red wine Barrel Organic Natural. Winery: COZs. Vinho de Portugal. (Lisboa) Variety: Baga,COZs,COZs,Baga,Red wine
3966,3966,Viña Zorzal Señora de las Alturas 2018,"Red wine Barrel. 15 months in French oak barrels used. Winery: Proyecto Zorzal. D.O. Navarra. (Navarra) Variety: Garnacha Tinta, Graciano and Tempranillo.",Graci,Graci,Garnacha Tinta,Red wine
3967,3967,Fuera del Rebaño 2018,Red wine Barrel. 10 months in French oak barrels. Winery: Basagoiti. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Basagoiti,Basagoiti,Tempranillo,Red wine
3968,3968,Flor de Muga Rosado 2019,Rosé wine Young. Winery: Muga. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta,Muga,Muga,Garnacha Tinta,Rosé wine
3969,3969,Príncipe de Viana Reserva 2015,"Red wine Reserva. 14 months in French and American oak barrels. Winery: Príncipe de Viana. D.O. Navarra. (Navarra) Variety: Cabernet Sauvignon, Merlot and Tempranillo.",Príncipe de Viana,Príncipe de Viana,Cabernet Sauvignon,Red wine
3970,3970,LaFou els Amelers 2019,White wine Aged on its lees. 4 months on lees in stainless steel vats. Winery: Lafou. D.O. Terra Alta. (Catalonia) Variety: Garnacha Blanca,Lafou,Lafou,Garnacha Blanca,White wine
3971,3971,Ultreia La Claudina 2018,White wine Barrel Respectful agriculture. 11 months in foudres. Winery: Raúl Pérez. D.O. Bierzo. (Castilla y León) Variety: Godello,Raúl Pérez,Raúl Pérez,Godello,White wine
3972,3972,Vetus 2016,Red wine Crianza. 12 months in French and American oak barrels. Winery: Vetus. D.O. Toro. (Castilla y León) Variety: Tinta de Toro,Vetus,Vetus,Ti,Red wine
3973,3973,Petit Hipperia 2018,"Red wine Crianza. 12 months in French oak barrels. Winery: Pago de Vallegarcía. VT Castilla. (Castilla La Mancha) Variety: Cabernet Sauvignon, Cabernet Franc, Merlot and Petit Verdot.",Pago de Vallegarcía,Pago de Vallegarcía,Cabernet Franc,Red wine
3974,3974,Santa 2015,Red wine Barrel. 10 months in French and American oak barrels. Winery: Castaño. D.O. Yecla. (Murcia) Variety: Monastrell and Garnacha Tinta.,Castaño,Castaño,Garnacha Tinta,Red wine
3975,3975,Fonterenza Rosso di Montalcino 2017,Red wine Barrel Biodinámico. Winery: Fonterenza. DOC Rosso di Montalcino. (Tuscany) Variety: Sangiovese,Fonterenza,Fonterenza,Sangiovese,Red wine
3976,3976,Fonterenza Bianco Le Ragazze 2018,"Orange wine Skin Contact Natural Biodinámico. Winery: Fonterenza. IGT Toscana Bianco. (Tuscany) Variety: Malvasía, Trebbiano and Vermentino.",Fonterenza,Fonterenza,Malvasía,Orange wine
3977,3977,Occhipinti Il Frappato 2018,Red wine Barrel Organic. 14 months in foudres. Winery: Arianna Occhipinti. Terre Siciliane. (Sicily) Variety: Frapatto,Arianna Occhipinti,Arianna Occhipinti,Frapatto,Red wine
3978,3978,Finca Valpiedra Reserva 2014,"Red wine Reserva. 22 months in French oak barrels. Winery: Finca Valpiedra. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo, Maturana and Graciano.",Finca Valpiedra,Finca Valpiedra,Graciano,Red wine
3979,3979,Occhipinti SP68 Rosso 2019,Red wine Organic. Winery: Arianna Occhipinti. Terre Siciliane. (Sicily) Variety: Frapatto,Arianna Occhipinti,Arianna Occhipinti,Frapatto,Red wine
3980,3980,Occhipinti SP68 Bianco 2019,White wine Organic. Winery: Arianna Occhipinti. Terre Siciliane. (Sicily) Variety: Moscatel de Alejandría and Albanello.,Arianna Occhipinti,Arianna Occhipinti,Albanello,White wine
3981,3981,Tinto Figuero 12 Magnum 2017,Red wine Crianza. 12 months in French and American oak barrels. Winery: Figuero. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Figuero,Figuero,Tempranillo,Red wine
3982,3982,Naia 2019,White wine Young. 4 months on lees in stainless steel vats. Winery: Naia. D.O. Rueda. (Castilla y León) Variety: Verdejo,Naia,Naia,Ti,White wine
3983,3983,El Aviador Airén Bag in Box 5L,White wine. Winery: Pagos del Rey. VT Castilla-León. (Castilla La Mancha) Variety: Airén,Pagos del Rey,Pagos del Rey,Airén,White wine
3984,3984,Carrasviñas Fermentado en Barrica 2019,White wine Barrel fermented. 6 months in French oak barrels. Winery: Felix Lorenzo Cachazo. D.O. Rueda. (Castilla y León) Variety: Verdejo,Felix Lorenzo Cachazo,Felix Lorenzo Cachazo,Ti,White wine
3985,3985,Guímaro A Ponte 2018,"Red wine Barrel. 12 months in French oak barrels used. Winery: Guímaro. D.O. Ribeira Sacra. (Galicia) Variety: Mencía, Caíño Tinto, Merenzao, Brancellao and Souson.",Guímaro,Guímaro,Ance,Red wine
3986,3986,Nikolaihof Hefeabzug Grüner Veltliner 2018,White wine Barrel Biodinámico. Winery: Nikolaihof. Wachau. (Lower Austria) Variety: Grüner Veltliner,Nikolaihof,Nikolaihof,Grüner Veltliner,White wine
3987,3987,Tilenus Pagos de Posada 2015,Red wine Reserva. 15 months in French oak barrels. Winery: Estefanía. D.O. Bierzo. (Castilla y León) Variety: Mencía,Estefanía,Estefanía,Mencía,Red wine
3988,3988,Paso a Paso Orgánico 2019,Red wine Barrel Organic. 6 months in French oak barrels. Winery: Volver. D.O. La Mancha. (Castilla La Mancha) Variety: Tempranillo,Volver,Volver,Tempranillo,Red wine
3989,3989,Juan Gil Rosado 2019,Rosé wine Barrel. Winery: Juan Gil. D.O. Jumilla. (Murcia) Variety: Syrah and Tempranillo.,Juan Gil,Juan Gil,Syrah,Rosé wine
3990,3990,Alejairén 2017,White wine Barrel. 24 months in American oak barrels. Winery: El Vinculo. D.O. La Mancha. (Castilla La Mancha) Variety: Airén,El Vinculo,El Vinculo,Airén,White wine
3991,3991,Pesquera Crianza 2017,Red wine Crianza. 18 months in French and American oak barrels. Winery: Pesquera. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Pesquera,Pesquera,Tempranillo,Red wine
3992,3992,Pesquera Reserva 2016,Red wine Reserva. 24 months in American oak barrels. Winery: Pesquera. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino,Pesquera,Pesquera,Ti,Red wine
3993,3993,Fonterenza Rosa 2019,Rosé wine Aged on its lees Natural Biodinámico. Winery: Fonterenza. IGP Toscana. (Tuscany) Variety: Sangiovese,Fonterenza,Fonterenza,Sangiovese,Rosé wine
3994,3994,Valtuille Godello 2018,White wine Barrel fermented. 12 months on lees in the barrel. Winery: Castro Ventosa. D.O. Bierzo. (Castilla y León) Variety: Godello,Castro Ventosa,Castro Ventosa,Godello,White wine
3995,3995,Coll del Sabater 2019,Red wine Barrel Natural. 7 months in amphoras. Winery: Escoda Sanahuja. D.O. Conca de Barberà. (Catalonia) Variety: Cabernet Franc,Escoda Sanahuja,Escoda Sanahuja,Cabernet Franc,Red wine
3996,3996,Condado de Haza Crianza 2017,Red wine Crianza. 15 months in American oak barrels. Winery: Condado de Haza. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Condado de Haza,Condado de Haza,Tempranillo,Red wine
3997,3997,El Vínculo Crianza 2013,Red wine Crianza. 18 months in American oak barrels. Winery: El Vinculo. D.O. La Mancha. (Castilla La Mancha) Variety: Tempranillo,El Vinculo,El Vinculo,Tempranillo,Red wine
3998,3998,Tinto Pesquera Reserva Millenium 2009,Red wine Reserva. 26 months in French oak barrels. Winery: Pesquera. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Pesquera,Pesquera,Tempranillo,Red wine
3999,3999,El Vínculo Paraje la Golosa Gran Reserva 2004,Red wine Gran Reserva. 24 months in French oak barrels. Winery: El Vinculo. D.O. La Mancha. (Castilla La Mancha) Variety: Tempranillo,El Vinculo,El Vinculo,Tempranillo,Red wine
4000,4000,Marañones El Quiebro 2018,White wine Barrel Organic. Winery: Marañones. D.O. Vinos de Madrid. (Madrid) Variety: Albillo,Marañones,Marañones,Albillo,White wine
4001,4001,Lecco Crianza 2016,Red wine Crianza. 14 months in French and American oak barrels. Winery: Resalte de Peñafiel. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Peñafiel,Peñafiel,Tempranillo,Red wine
4002,4002,Marañones Tapafugas rosado 2018,Rosé wine Barrel Organic. Winery: Marañones. D.O. Vinos de Madrid. (Madrid) Variety: Garnacha Tinta and Albillo.,Marañones,Marañones,Albillo,Rosé wine
4003,4003,Le Coste Rosso 2018,"Red wine Barrel Natural. 15 months in oak barrels. Winery: Le Coste. Vino da Tavola. (Lazio) Variety: Sangiovese, Colorino, Ciliegiolo and Cannaiolo.",Le Coste,Le Coste,Cannaiolo,Red wine
4004,4004,Viña Tondonia Blanco Reserva 2008,White wine Reserva. 6 years in french oak barrels. Winery: Viña Tondonia. D.O.Ca. Rioja. (La Rioja) Variety: Malvasía and Viura.,Viña Tondonia,Viña Tondonia,Malvasía,White wine
4005,4005,Albariño de Fefiñanes 2019,White wine Young. Winery: Palacio de Fefiñanes. D.O. Rías Baixas. (Galicia) Variety: Albariño,Palacio,Palacio,Albariño,White wine
4006,4006,René Barbier Chardonnay 2018,White wine Young. Winery: René Barbier. D.O. Catalunya. (Catalonia) Variety: Chardonnay,René Barbier,René Barbier,Chardonnay,White wine
4007,4007,Mauro 2018,Red wine Crianza. 16 months in French and American oak barrels. Winery: Mauro. VT Castilla-León. (Castilla y León) Variety: Syrah and Tempranillo.,Mauro,Mauro,Syrah,Red wine
4008,4008,San Román Magnum 2017,Red wine Crianza. 24 months in French and American oak barrels. Winery: Maurodos. D.O. Toro. (Castilla y León) Variety: Tinta de Toro,Mauro,Mauro,Ti,Red wine
4009,4009,Cueva del Monge Tinto 2015,Red wine Barrel. 10 months in French and American oak barrels. Winery: Vinícola Real. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Vinícola Real,Vinícola Real,Tempranillo,Red wine
4010,4010,Ximénez-Spínola PX Añada 2018,Sweet wine. 3 months in American oak barrels. Winery: Ximénez Spínola. D.O. Jerez-Xérès-Sherry. (Andalusia) Variety: Pedro Ximénez,Ximénez Spínola,Ximénez Spínola,Pedro Ximénez,Sweet wine
4011,4011,San Román 2017,Red wine Crianza. 24 months in French and American oak barrels. Winery: Maurodos. D.O. Toro. (Castilla y León) Variety: Tinta de Toro,Mauro,Mauro,Ti,Red wine
4012,4012,Tianna Bocchoris Negre 2018,"Red wine Barrel. 8 months in French oak barrels. Winery: Celler Tianna Negre. VT Mallorca. Variety: Cabernet Sauvignon, Callet, Merlot, Syrah and Manto Negro.",Celler Tianna Negre,Celler Tianna Negre,Cabernet Sauvignon,Red wine
4013,4013,Mauro Magnum 2018,Red wine Crianza. 16 months in French and American oak barrels. Winery: Mauro. VT Castilla-León. (Castilla y León) Variety: Syrah and Tempranillo.,Mauro,Mauro,Syrah,Red wine
4014,4014,Mauro (3L) 2018,Red wine Crianza. 16 months in French and American oak barrels. Winery: Mauro. VT Castilla-León. (Castilla y León) Variety: Syrah and Tempranillo.,Mauro,Mauro,Syrah,Red wine
4015,4015,Mauro (6L) 2018,Red wine Crianza. 16 months in French and American oak barrels. Winery: Mauro. VT Castilla-León. (Castilla y León) Variety: Syrah and Tempranillo.,Mauro,Mauro,Syrah,Red wine
4016,4016,Garmón 2017,Red wine Barrel. 16 months in French oak barrels. Winery: Continental. D.O. Ribera del Duero. (Castilla y León) Variety: Tempranillo,Continental,Continental,Tempranillo,Red wine
4017,4017,Homenaje Blanco 2019,White wine Young. Winery: Marco Real. D.O. Navarra. (Navarra) Variety: Chardonnay and Viura.,Marco Real,Marco Real,Chardonnay,White wine
4018,4018,San Román (3L) 2017,Red wine Crianza. 24 months in French and American oak barrels. Winery: Maurodos. D.O. Toro. (Castilla y León) Variety: Tinta de Toro,Mauro,Mauro,Ti,Red wine
4019,4019,Bodega Clandestina Blanc Fugitiu 2018,Orange wine Skin Contact Organic Natural. Winery: Bodega Clandestina. Penedès. (Catalonia) Variety: Xarel·lo,Bodega Clandestina,Bodega Clandestina,Ti,Orange wine
4020,4020,Strohmeier Lys-Rod nº30 2019,Rosé wine Natural Organic. Winery: Strohmeier. Weinland Österreich. (Estiria) Variety: Blauer Wildbacher,LAN,LAN,Blauer Wildbacher,Rosé wine
4021,4021,Strohmeier TLZ Sonne Nº8 2017,Orange wine Barrel Organic Natural. Winery: Strohmeier. Weinland Österreich. (Estiria) Variety: Sauvignon Blanc,LAN,LAN,Sauvignon Blanc,Orange wine
4022,4022,Strohmeier TLZ Weiss Nº8 2017,White wine Barrel Natural Organic. Winery: Strohmeier. Weinland Österreich. (Estiria) Variety: Chardonnay and Pinot Blanc.,LAN,LAN,Chardonnay,White wine
4023,4023,O Luar do Sil Godello 2019,White wine Young. Winery: Pago de los Capellanes. D.O. Valdeorras. (Galicia) Variety: Godello,LAN,LAN,Godello,White wine
4024,4024,Grand Village Rouge 2016,Red wine Barrel. 18 months in French oak barrels. Winery: Château Grand Village. AOC Bordeaux Supérieur. (Bordeaux) Variety: Merlot and Cabernet Franc.,Château Grand Village,Château Grand Village,Cabernet Franc,Red wine
4025,4025,Sicus A Wine Work Orange 2018,Orange wine Skin Contact Respectful agriculture. Winery: Sicus. Penedès. (Catalonia) Variety: Macabeo,Sicus,Sicus,Macabeo,Orange wine
4026,4026,Roselito 2019,Rosé wine Young Respectful agriculture. Winery: Bodegas Antídoto. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino and Albillo.,Bodegas Antídoto,Bodegas Antídoto,Albillo,Rosé wine
4027,4027,San Román (6L) 2016,Red wine Crianza. 24 months in French and American oak barrels. Winery: Maurodos. D.O. Toro. (Castilla y León) Variety: Tinta de Toro,Mauro,Mauro,Ti,Red wine
4028,4028,Bàrbara Forés El Templari 2018,Red wine Barrel Organic. 9 months in jar. Winery: Bàrbara Forés. D.O. Terra Alta. (Catalonia) Variety: Morenillo,Bàrbara Forés,Bàrbara Forés,Morenillo,Red wine
4029,4029,Ànima Negra AN 2017,"Red wine Crianza Respectful agriculture. 17 months in French oak barrels. Winery: AN Negra. VT Mallorca. (Balearic Islands) Variety: Callet, Fogoneu and Manto Negro.",AN Negra,AN Negra,Callet,Red wine
4030,4030,La Misión de Menade 2017,White wine Barrel Organic. Winery: Menade. VT Castilla-León. (Castilla y León) Variety: Verdejo,Menade,Menade,Ti,White wine
4031,4031,Sobrenatural de Menade 2015,White wine Barrel Natural. Winery: Menade. VT Castilla-León. (Castilla y León) Variety: Verdejo,Menade,Menade,Ti,White wine
4032,4032,Adorado de Menade,Fortified wine. Winery: Menade. VT Castilla-León. (Castilla y León) Variety: Palomino and Verdejo.,Menade,Menade,Palomino,Fortified wine
4033,4033,Javier Sanz Verdejo 2019,White wine Young. Winery: Javier Sanz. D.O. Rueda. (Castilla y León) Variety: Verdejo,Javier Sanz,Javier Sanz,Ti,White wine
4034,4034,Vermouth Belsazar Dry,Vermouth. Winery: Belsazar.,Belsazar,Belsazar,0,Vermouth
4035,4035,Vermut Fernando de Castilla,Vermouth. Winery: Rey Fernando de Castilla. Jerez de la Frontera. (Andalusia),Rey Fernando de Castilla,Rey Fernando de Castilla,Ti,Vermouth
4036,4036,Vermut Fernando de Castilla blanco,Vermouth. Winery: Rey Fernando de Castilla. Jerez de la Frontera. (Andalusia),Rey Fernando de Castilla,Rey Fernando de Castilla,Ti,Vermouth
4037,4037,Vermut Lustau Rosé,Vermouth. Winery: Lustau. Jerez de la Frontera. (Andalusia),Lustau,Lustau,0,Vermouth
4038,4038,Vermut El Bandarra blanco,Vermouth. Winery: Martí Serdà. Catalonia,Martí Serdà,Martí Serdà,0,Vermouth
4039,4039,Punt E Mes Vermouth,Vermouth. Winery: Carpano.,Carpano,Carpano,0,Vermouth
4040,4040,Vermouth Carpano Bianco,Vermouth. Winery: Carpano.,Carpano,Carpano,0,Vermouth
4041,4041,Vermouth Dos Deus Estrelles,Vermouth. Winery: Celler Bellmunt. Priorat. (Catalonia),Celler Bellmunt,Celler Bellmunt,0,Vermouth
4042,4042,Vermouth Yzaguirre Blanco,Vermouth. Winery: Vermut Yzaguirre. Catalonia,Vermut Yzaguirre,Vermut Yzaguirre,0,Vermouth
4043,4043,Vermouth Perucchi Blanco,Vermouth. Winery: Perucchi 1876. Catalonia,Perucchi 1876,Perucchi 1876,0,Vermouth
4044,4044,Vermouth Martínez Lacuesta Rojo,Vermouth. Winery: Martínez Lacuesta. La Rioja. (La Rioja),Martínez Lacuesta,Martínez Lacuesta,0,Vermouth
4045,4045,Viña Zorzal Corral de los Altos 2018,Red wine Barrel. 9 months in French oak barrels used. Winery: Proyecto Zorzal. D.O. Navarra. (Navarra) Variety: Garnacha Tinta,Proyecto Zorzal,Proyecto Zorzal,Garnacha Tinta,Red wine
4046,4046,Esporao Reserva 2017,"Red wine Barrel. Winery: Esporao. DOC Alentejo. (Alentejo) Variety: Cabernet Sauvignon, Aragonés, Alicante Bouschet and Trincadeira.",Esporao,Esporao,Alicante,Red wine
4047,4047,Saltimbanqui Verdejo 2019,White wine Young. Winery: Aribau. D.O. Rueda. (Castilla y León) Variety: Verdejo,Aribau,Aribau,Ti,White wine
4048,4048,Malleolus 2018,"Red wine Barrel Respectful agriculture. 18 months in French, Allier oak barrels. Winery: Emilio Moro. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino",Emilio Moro,Emilio Moro,Ti,Red wine
4049,4049,Menade Verdejo 2019,White wine Young Organic. Winery: Menade. D.O. Rueda. (Castilla y León) Variety: Verdejo,Menade,Menade,Ti,White wine
4050,4050,Dits del Terra 2017,Red wine Crianza Biodinámico. 24 months in foudres. Winery: Terroir al Límit. D.O.Q. Priorat. (Catalonia) Variety: Cariñena,Terroir al Límit,Terroir al Límit,Cariñena,Red wine
4051,4051,Planetes de Nin Garnatxes in Amphorae 2018,Red wine Aged in amphorae Natural. 18 months in amphoras. Winery: Ester Nin. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta,Ester Nin,Ester Nin,Garnacha Tinta,Red wine
4052,4052,Domaine de Villaine Bouzeron Aligoté 2018,White wine Organic. Winery: Domaine de Villaine. AOC Bouzeron. (Burgundy) Variety: Aligoté,Domaine de Villaine,Domaine de Villaine,Aligoté,White wine
4053,4053,Terra Vermella 2016,White wine Barrel Biodinámico. 8 months on lees in the barrel. Winery: Ester Nin. Penedès. (Catalonia) Variety: Parellada,Ester Nin,Ester Nin,Parellada,White wine
4054,4054,Planetes de Nin Carinyena Blanca Reserva 2017,White wine Barrel Biodinámico. Winery: Ester Nin. D.O.Q. Priorat. (Catalonia) Variety: Cariñena blanca,Ester Nin,Ester Nin,Cariñena,White wine
4055,4055,Juan Gil Silver Label 12 meses 2018,Red wine Barrel Organic. 12 months in French oak barrels. Winery: Juan Gil. D.O. Jumilla. (Murcia) Variety: Monastrell,Juan Gil,Juan Gil,Monastrell,Red wine
4056,4056,Viña Bujanda Crianza 2017,Red wine Crianza. 12 months in French and American oak barrels. Winery: Viña Bujanda. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo,Viña Bujanda,Viña Bujanda,Tempranillo,Red wine
4057,4057,Castillo de Sajazarra Reserva 2015,"Red wine Reserva. 24 months in French and American oak barrels. Winery: Castillo de Sajazarra. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta, Graciano and Tempranillo.",Castillo de Sajazarra,Castillo de Sajazarra,Garnacha Tinta,Red wine
4058,4058,Viña Salceda Crianza 2017,"Red wine Crianza. 12 months in American oak barrels. Winery: Viña Salceda. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo.",Graci,Graci,Graciano,Red wine
4059,4059,El Coto 875m 2019,White wine Barrel fermented. Winery: El Coto de Rioja. D.O.Ca. Rioja. (La Rioja) Variety: Chardonnay,El Coto de Rioja,El Coto de Rioja,Chardonnay,White wine
