,name,description
3330,Didier Fornerol Côte de Nuits-Village Blanc 2017,White wine Barrel Respectful agriculture. Winery: Didier Fornerol. AOC Côte de Nuits-Village. (Burgundy) Variety: Chardonnay
3331,Luis Pato Vinha Pan 2015,Red wine Barrel Respectful agriculture. Winery: Luis Pato. Vinho regional Beira Atlantico. (Beiras) Variety: Baga
3332,Luis Pato Vinhas Velhas tinto 2016,Red wine Barrel Respectful agriculture. Winery: Luis Pato. DOC Bairrada. (Beiras) Variety: Baga
3333,Luis Pato Colheita Seleccionada Tinto 2016,Red wine Young Respectful agriculture. Winery: Luis Pato. Vinho regional Beira Atlantico. (Beiras) Variety: Touriga Nacional and Baga.
3334,Les Terrasses (3L) 2017,"Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Álvaro Palacios. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta, Syrah and Samsó."
3335,Filipa Pato Nossa Calcário Tinto 2017,Red wine Barrel Respectful agriculture. Winery: Filipa Pato. DOC Bairrada. (Beiras) Variety: Baga
3336,La Volaina 2018,White wine Young Organic Biodinámico. Winery: Celler Credo. D.O. Penedès. (Catalonia) Variety: Parellada
3337,Ratpenat 2017,White wine Barrel Organic Biodinámico. 5 months in French oak barrels used. Winery: Celler Credo. D.O. Penedès. (Catalonia) Variety: Macabeo
3338,Mirabelles 2016,White wine Crianza Organic Biodinámico. 24 months in bottle. Winery: Celler Credo. D.O. Penedès. (Catalonia) Variety: Malvasía de Sitges
3339,Estrany Solidari 2017,Orange wine Skin Contact Organic Biodinámico. 5 months on lees in stainless steel vats. Winery: Celler Credo. D.O. Penedès. (Catalonia) Variety: Xarel·lo
3340,Les Argiles d'Orto Vins Rosat 2019,Rosé wine Young Respectful agriculture. Winery: Orto Vins. D.O. Montsant. (Catalonia) Variety: Garnacha Tinta
3341,Dr. Bürklin Wolf Riesling Ruppertsberger 2017,White wine Organic. Winery: Dr. Bürklin Wolf. VDP Pfalz. (Palatinate) Variety: Riesling
3342,Miranius 2018,White wine Young Organic Biodinámico. Winery: Celler Credo. D.O. Penedès. (Catalonia) Variety: Xarel·lo
3343,Prima Magnum 2017,Red wine Crianza. 14 months in French and American oak barrels. Winery: Maurodos. D.O. Toro. (Castilla y León) Variety: Garnacha Tinta and Tinta de Toro.
3344,Ros de Pacs 2019,Rosé wine Young Organic. Winery: Parés Baltà. D.O. Penedès. (Catalonia) Variety: Cabernet Sauvignon and Merlot.
3345,Astrales Verdejo 2018,White wine Aged on its lees. Winery: Los Astrales. D.O. Rueda. (Castilla y León) Variety: Verdejo
3346,Finca Luzón 2019,Red wine Young. Winery: Luzón. D.O. Jumilla. (Murcia) Variety: Monastrell and Syrah.
3347,Casa Castillo Cuvée N Viñas Viejas 2017,Red wine Barrel Respectful agriculture. 19 months in French oak barrels 500 L. Winery: Finca Casa Castillo. D.O. Jumilla. (Murcia) Variety: Monastrell
3348,Sin Palabras Edición Especial 2013,White wine Aged on its lees. 60 months on lees in stainless steel vats. Winery: Adegas Castro Brey. D.O. Rías Baixas. (Galicia) Variety: Albariño
3349,Sandrone Barolo Aleste 2015,Red wine Barrel Respectful agriculture. Winery: Luciano Sandrone. DOCG Barolo. (Piamonte) Variety: Nebbiolo
3350,Drac Màgic 2017,Red wine Oak Respectful agriculture. 2 months in French oak barrels. Winery: Tomás Cusiné. D.O. Catalunya. (Catalonia) Variety: Garnacha Tinta and Cariñena.
3351,Ermita d'Espiells 2019,"White wine Young. Winery: Juvé & Camps. D.O. Penedès. (Catalonia) Variety: Chardonnay, Xarel·lo, Macabeo and Parellada."
3352,Protos 27 2017,Red wine Barrel. 16 months in French oak barrels. Winery: Protos. D.O. Ribera del Duero. (Castilla y León) Variety: Tinta del Pais
3353,Paco & Lola 2019,White wine Young. Winery: Paco & Lola. D.O. Rías Baixas. (Galicia) Variety: Albariño
3354,Casa Castillo Magnum 2018,Red wine Barrel Respectful agriculture. 6 months in French and American oak barrels. Winery: Finca Casa Castillo. D.O. Jumilla. (Murcia) Variety: Monastrell
3355,Le Coste Bianco 2018,Orange wine Skin Contact Natural. Winery: Le Coste. Vino da Tavola. (Lazio) Variety: Malvasía and Procanico.
3356,Luis Pato Vinhas Velhas branco 2018,"White wine Aged on its lees Respectful agriculture. Winery: Luis Pato. DOC Bairrada. (Beiras) Variety: Bical, Sercialinho and Sercial."
3357,Luis Pato Vinhas Velhas branco 2003,"White wine Aged on its lees Respectful agriculture. Winery: Luis Pato. DOC Bairrada. (Beiras) Variety: Bical, Sercialinho and Sercial."
3358,Borsao Crianza 2015,"Red wine Crianza. 10 months in French and American oak barrels. Winery: Borsao. D.O. Campo de Borja. (Aragón) Variety: Garnacha Tinta, Merlot and Tempranillo."
3359,Habla Nº11 2010,Red wine Crianza Respectful agriculture. 12 months in French oak barrels. Winery: Habla. VT Extremadura. (Estremadura) Variety: Syrah
3360,Viñas del Vero Gewürztraminer 2019,White wine Young. Winery: Viñas del Vero. D.O. Somontano. (Aragón) Variety: Gewürztraminer
3361,Borsao Zarihs 2016,Red wine Barrel. 12 months in American oak barrels. Winery: Borsao. D.O. Campo de Borja. (Aragón) Variety: Syrah
3362,Biu Blanc 2017,White wine Barrel Respectful agriculture. 10 months in tank. Winery: Batlliu de Sort. D.O. Costers del Segre. (Catalonia) Variety: Viognier and Riesling.
3363,Domaine de la Pinte Arbois Poulsard Pinte Bien 2018,Red wine Barrel Biodinámico. 6 months in foudres. Winery: Domaine de la Pinte. AOC Arbois. (Jura) Variety: Poulsard
3364,Borsao Cabriola 2016,"Red wine Barrel. Winery: Borsao. D.O. Campo de Borja. (Aragón) Variety: Syrah, Garnacha Roja and Mazuela."
3365,Le Coste Rosato 2018,Rosé wine Barrel Organic Natural. Winery: Le Coste. Vino da Tavola. (Lazio) Variety: Aleatico
3366,Capçanes Peraj Ha'abib Pinot Noir 2018,Red wine Barrel Kosher. Winery: Celler de Capçanes. Montsant. (Catalonia) Variety: Pinot Noir
3367,Inicis Sumoll 2017,Red wine In large clay earthenware jars. 8 months in jar. Winery: Bohigas. D.O. Catalunya. (Catalonia) Variety: Sumoll
3368,La Danza del Viento La Isilla 2017,Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: 4 Monos Viticultores. D.O. Vinos de Madrid. (Madrid) Variety: Garnacha Tinta
3369,Borsao Tinto Selección 2018,"Red wine Young. Winery: Borsao. D.O. Campo de Borja. (Aragón) Variety: Syrah, Tempranillo and Garnacha Tinta."
3370,Aloers 2018,White wine Young Organic Biodinámico. 2 months on lees in the barrel. Winery: Celler Credo. D.O. Penedès. (Catalonia) Variety: Xarel·lo
3371,Can Credo 2014,White wine Barrel fermented Organic Biodinámico. 6 months in French oak barrels. Winery: Celler Credo. D.O. Penedès. (Catalonia) Variety: Xarel·lo
3372,Capficat 2016,White wine Barrel fermented Organic Biodinámico. Winery: Celler Credo. D.O. Penedès. (Catalonia) Variety: Xarel·lo
3373,Monasterio de las Viñas Reserva 2015,"Red wine Reserva. 12 months in French and American oak barrels. Winery: Monasterio de las Viñas. D.O. Cariñena. (Aragón) Variety: Garnacha Tinta, Cariñena and Tempranillo."
3374,Jané Ventura Rosat Vinyes Roses 2019,"Rosé wine Young. Winery: Jané Ventura. D.O. Penedès. (Catalonia) Variety: Syrah, Sumoll, Merlot and Ull de Llebre."
3375,Palomo Cojo 2019,White wine Young. Winery: Unesdi. D.O. Rueda. (Castilla y León) Variety: Verdejo
3376,Martín Códax Albariño Magnum 2018,White wine Young. Winery: Martín Códax. D.O. Rías Baixas. (Galicia) Variety: Albariño
3377,Marieta Magnum 2018,White wine Young. Winery: Martín Códax. D.O. Rías Baixas. (Galicia) Variety: Albariño
3378,Safrà 2018,"Red wine Aged in amphorae Organic. 6 months in jar. Winery: Celler del Roure. D.O. Valencia. (Valencia) Variety: Garnacha Tintorera, Mandó and Monastrell."
3379,Xérico 2018,Red wine Barrel Respectful agriculture. 6 months in French oak barrels. Winery: Tentenublo. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
3380,Mas La Plana 2015,Red wine Crianza. 18 months in French oak barrels. Winery: Torres. D.O. Penedès. (Catalonia) Variety: Cabernet Sauvignon
3381,Parotet Vermell 2018,Red wine In large clay earthenware jars Organic. 6 months in jar. Winery: Celler del Roure. D.O. Valencia. (Valencia) Variety: Garnacha Tintorera and Mandó.
3382,Vol d'Ànima de Raimat Blanc 2019,"White wine Young. Winery: Raimat. D.O. Costers del Segre. (Catalonia) Variety: Chardonnay, Albariño and Xarel·lo."
3383,Luis Cañas Selección de la Familia Reserva 2015,Red wine Reserva. 20 months in French and American oak barrels. Winery: Luis Cañas. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Other red varieties.
3384,Valduero Gran Reserva 2010,Red wine Gran Reserva. 48 months in French and American oak barrels and 40 months in bottle. Winery: Valduero. D.O. Ribera del Duero. (Castilla y León) Variety: Tinto Fino
3385,La Poulosa 2017,"Red wine Crianza Respectful agriculture. 12 months in French oak barrels used. Winery: La Vizcaína de Vinos. D.O. Bierzo. (Castilla y León) Variety: Mencía, Alicante, Souson and Estaladina."
3386,Les Héritiers du Comte Lafon Mâcon-Bussières 2017,White wine Barrel Biodinámico. Winery: Les Héritiers du Comte Lafon. AOC Mâcon. (Burgundy) Variety: Chardonnay
3387,Henri & Gilles Buisson Chassagne-Montrachet Premier Cru En Remilly 2017,White wine Barrel Organic. Winery: Henri & Gilles Buisson. AOC Chassagne-Montrachet 1er Cru. (Burgundy) Variety: Chardonnay
3388,Marqués de Riscal Reserva (3L) 2016,"Red wine Reserva. 24 months in American oak barrels. Winery: Marqués de Riscal. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela, Graciano and Tempranillo."
3389,Negre de Negres 2018,"Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Alfredo Arribas - Portal del Priorat. D.O.Q. Priorat. (Catalonia) Variety: Syrah, Cariñena and Garnacha Tinta."
3390,Henri & Gilles Buisson Saint-Romain Sous la Velle 2018,White wine Barrel Biodinámico. Winery: Henri & Gilles Buisson. AOC Saint-Romain / Côte-d'Or. (Burgundy) Variety: Chardonnay
3391,Henri & Gilles Buisson Saint-Romain La Perriere 2018,White wine Barrel Biodinámico. Winery: Henri & Gilles Buisson. AOC Saint-Romain / Côte-d'Or. (Burgundy) Variety: Chardonnay
3392,Les Héritiers du Comte Lafon Mâcon-Uchizy Les Maranches 2016,White wine Barrel Biodinámico. Winery: Les Héritiers du Comte Lafon. AOC Mâcon. (Burgundy) Variety: Chardonnay
3393,Dominique Lafon Meursault 2017,White wine Barrel Organic. Winery: Dominique Lafon. AOC Meursault. (Burgundy) Variety: Chardonnay
3394,Dominique Lafon Bourgogne Blanc 2017,White wine Barrel Organic. Winery: Dominique Lafon. AOC Bourgogne. (Burgundy)
3395,Domaine Vincent Prunier Meursault Les Clous 2016,White wine Barrel. Winery: Domaine Vincent Prunier. AOC Meursault. (Burgundy) Variety: Chardonnay
3396,Domaine Bernard Defaix Chablis 1º Cru Côte de Léchet 2018,White wine Aged on its lees Organic. Winery: Domaine Bernard Defaix. AOC Chablis Premier Cru. (Burgundy) Variety: Chardonnay
3397,Corona de Aragón Garnacha 2019,Red wine Young. Winery: Grandes Vinos y Viñedos. D.O. Cariñena. (Aragón) Variety: Garnacha Tinta
3398,Domaine Bernard Michaut Petit Chablis 2018,White wine Aged on its lees. Winery: Domaine Bernard Michaut. AOC Petit Chablis. (Burgundy) Variety: Chardonnay
3399,Domaine Bernard Michaut Chablis 2018,White wine Aged on its lees. Winery: Domaine Bernard Michaut. AOC Chablis. (Burgundy) Variety: Chardonnay
3400,Domaine de Chaude Ecuelle Petit Chablis 2018,White wine Aged on its lees. Winery: Domaine de Chaude Écuelle. AOC Petit Chablis. (Burgundy) Variety: Chardonnay
3401,Domaine de Chaude Écuelle Chablis 2018,White wine Aged on its lees. Winery: Domaine de Chaude Écuelle. AOC Chablis. (Burgundy) Variety: Chardonnay
3402,Abadía Retuerta Pago Valdebellon 2015,Red wine Crianza. 17 months in French oak barrels. Winery: Abadía Retuerta. VT Castilla-León. (Castilla y León) Variety: Cabernet Sauvignon
3403,Castillo de Monjardín Deyo 2016,Red wine Barrel. 14 months in French oak barrels. Winery: Bodegas Castillo de Monjardín. D.O. Navarra. (Navarra) Variety: Merlot
3404,Artizar 2014,White wine Barrel. 8 months on lees in the barrel. Winery: Itsasmendi. D.O. Bizkaiko Txakolina. (Basque Country) Variety: Hondarribi Zuri
3405,Rioja Alta 904 Gran Reserva 2011,Red wine Gran Reserva. 48 months in American oak barrels. Winery: La Rioja Alta. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
3406,Abadía Retuerta Pago Negralada 2015,Red wine Crianza. 17 months in French oak barrels. Winery: Abadía Retuerta. VT Castilla-León. (Castilla y León) Variety: Tempranillo
3407,Abadal 5 Merlot 2017,Red wine Barrel. 12 months in different kind of barrels. Winery: Abadal. D.O. Pla del Bages. (Catalonia) Variety: Merlot
3408,Agustí Torelló Mata Xic 2019,White wine Young Organic. Winery: Agustí Torelló Mata. D.O. Penedès. (Catalonia) Variety: Xarel·lo
3409,Chivite Las Fincas Rosado 2019,Rosé wine Aged on its lees. 4 months on lees in stainless steel vats. Winery: Chivite. VT 3 Riberas. (Navarra) Variety: Garnacha Tinta and Tempranillo.
3410,Robert Groffier Bourgogne Rouge 2017,Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Domaine Robert Groffier. AOC Bourgogne. (Burgundy) Variety: Pinot Noir
3411,Filipa Pato Nossa Calcário Branco 2018,White wine Barrel Respectful agriculture. Winery: Filipa Pato. DOC Bairrada. (Beiras) Variety: Bical
3412,Abadía Retuerta Petit Verdot 2015,Red wine Oak. 17 months in French and American oak barrels. Winery: Abadía Retuerta. VT Castilla-León. (Castilla y León) Variety: Petit Verdot
3413,Martivillí Verdejo 2019,White wine Young. Winery: Ángel Lorenzo Cachazo. D.O. Rueda. (Castilla y León) Variety: Verdejo
3414,Ramón Bilbao Rosado 2019,Rosé wine Young. Winery: Ramón Bilbao. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta
3415,Casar Godello 2019,White wine Aged on its lees. 8 months on lees in stainless steel vats. Winery: Casar de Burbia. D.O. Bierzo. (Castilla y León) Variety: Godello
3416,Les Héritiers du Comte Lafon Saint-Veran 2017,White wine Barrel Organic Biodinámico. Winery: Les Héritiers du Comte Lafon. AOC Saint-Véran. (Burgundy) Variety: Chardonnay
3417,Henri & Gilles Buisson Saint-Romain Sous le Château 2017,White wine Biodinámico. Winery: Henri & Gilles Buisson. AOC Saint-Romain / Côte-d'Or. (Burgundy) Variety: Chardonnay
3418,Gran Feudo Rosado 2019,Rosé wine Young. Winery: Gran Feudo. D.O. Navarra. (Navarra) Variety: Garnacha Tinta
3419,Els Escurçons 2017,Red wine Crianza Organic. 12 en ánforas y damajuanas. Winery: Mas Martinet. D.O.Q. Priorat. (Catalonia) Variety: Garnacha Tinta
3420,La Garnacha Olvidada de Aragón 2017,Red wine Crianza. 10 months in French oak barrels. Winery: Proyecto Garnachas de España. D.O. Calatayud. (Aragón) Variety: Garnacha Tinta
3421,Guillot-Broux Mâcon-Cruzille Beaumont 2015,Red wine Barrel Organic. Winery: Domaine Guillot-Broux. AOC Mâcon-Cruzille. (Burgundy) Variety: Gamay
3422,Guillot-Broux Bourgogne Marisa 2017,Red wine Young Biodinámico Organic. Winery: Domaine Guillot-Broux. AOC Bourgogne. (Burgundy) Variety: Pinot Noir and Gamay.
3423,Guillot-Broux Mâcon-Cruzille Geniévrières 2017,White wine Barrel Organic Biodinámico. Winery: Domaine Guillot-Broux. AOC Mâcon-Cruzille. (Burgundy) Variety: Chardonnay
3424,Château Piron Graves Rouge 2018,"Red wine Barrel. Winery: Château Piron. AOC Graves. (Bordeaux) Variety: Cabernet Sauvignon, Cabernet Franc and Merlot."
3425,Oremus Mandolás Furmint Sec 2018,White wine Barrel. Winery: Oremus. Tokai. (Tokaj-Hegyalja) Variety: Furmint
3426,Dominique Lafon Beaune 1er Cru Les Grèves 2015,Red wine Organic. Winery: Dominique Lafon. AOC Beaune 1er Cru. (Burgundy) Variety: Pinot Noir
3427,Henri Boillot Volnay 1er Cru Les Fremiets 2016,Red wine Barrel Organic. 12 months in French oak barrels. Winery: Henri Boillot. AOC Volnay 1er Cru. (Burgundy) Variety: Pinot Noir
3428,Barco del Corneta Prapetisco 2016,Red wine Barrel Respectful agriculture. 14 months in French oak barrels. Winery: Barco del Corneta. Arribes. (Castilla y León) Variety: Juan García
3429,Joseph Voillot Bourgogne Pinot Noir 2016,Red wine Barrel Respectful agriculture. Winery: Domaine Joseph Voillot. AOC Bourgogne. (Burgundy) Variety: Pinot Noir
3430,Joseph Voillot Volnay Vielles Vignes 2016,Red wine Barrel Respectful agriculture. Winery: Domaine Joseph Voillot. AOC Volnay / Côte-d'Or. (Burgundy) Variety: Pinot Noir
3431,Viñas del Vero Crianza 2016,Red wine Crianza Organic. 8 months in American oak barrels. Winery: Viñas del Vero. D.O. Somontano. (Aragón) Variety: Tempranillo
3432,Joseph Voillot Beaune 1er Cru Aux Coucherias 2016,Red wine Barrel Respectful agriculture. Winery: Domaine Joseph Voillot. AOC Beaune 1er Cru. (Burgundy) Variety: Pinot Noir
3433,Cune Blanco Viura 2019,White wine Young Organic. Winery: CVNE. D.O.Ca. Rioja. (La Rioja) Variety: Viura
3434,Domaine des Roches Neuves Saumur Champigny 2017,Red wine Barrel Organic Biodinámico. Winery: Domaine des Roches Neuves - Thierry Germain. AOC Saumur-Champigny. (Loire) Variety: Cabernet Franc
3435,Mas Oller Pur 2018,"Red wine Young. 3 months in French oak barrels. Winery: Mas Oller. D.O. Empordà. (Catalonia) Variety: Cabernet Sauvignon, Garnacha Tinta and Syrah."
3436,Loess Verdejo 2019,White wine Young. Winery: Loess. D.O. Rueda. (Castilla y León) Variety: Verdejo
3437,Les Héritiers du Comte Lafon Mâcon Clos du Four 2017,White wine Barrel Organic Biodinámico. Winery: Les Héritiers du Comte Lafon. AOC Mâcon. (Burgundy) Variety: Chardonnay
3438,Les Héritiers du Comte Lafon Mâcon Clos de la Crochette 2017,White wine Barrel Organic Biodinámico. Winery: Les Héritiers du Comte Lafon. AOC Mâcon. (Burgundy) Variety: Chardonnay
3439,Domaine du Pélican Arbois 3 Cépages 2014,"Red wine Barrel Respectful agriculture. Winery: Domaine du Pélican. AOC Arbois. (Jura) Variety: Pinot Noir, Poulsard and Trousseau."
3440,Domaine du Pélican Arbois Chardonnay 2015,White wine Barrel Respectful agriculture. Winery: Domaine du Pélican. AOC Arbois. (Jura) Variety: Chardonnay
3441,Domaine du Pélican Arbois Savagnin 2016,White wine Barrel Respectful agriculture. Winery: Domaine du Pélican. AOC Arbois. (Jura) Variety: Savagnin
3442,Borsao Blanco Selección 2019,White wine Young. Winery: Borsao. D.O. Campo de Borja. (Aragón) Variety: Macabeo
3443,Domaine Bobinet Amatéüs Bobi 2014,Red wine Barrel Biodinámico Organic Natural. Winery: Domaine Bobinet. AOC Saumur-Champigny. (Loire) Variety: Cabernet Franc
3444,Domaine Bobinet Ruben 2015,Red wine Barrel Biodinámico Organic Natural. Winery: Domaine Bobinet. AOC Saumur-Champigny. (Loire) Variety: Cabernet Franc
3445,Domaine Bobinet Les Landes 2014,Red wine Barrel Biodinámico Organic Natural. Winery: Domaine Bobinet. AOC Saumur-Champigny. (Loire) Variety: Cabernet Franc
3446,Antoine Sanzay La Haye Dampierre 2016,Red wine Organic. Winery: Domaine Antoine Sanzay. AOC Saumur-Champigny. (Loire) Variety: Cabernet Franc
3447,Château Puygueraud 2016,"Red wine Barrel. Winery: Chateau Puygueraud. AOC Francs - Côtes de Bordeaux. (Bordeaux) Variety: Merlot, Malbec and Cabernet Franc."
3448,Château Falfas Côtes de Bourg 2015,"Red wine Barrel Biodinámico. Winery: Château Falfas. AOP Côtes de Bourg. (Bordeaux) Variety: Cabernet Sauvignon, Cabernet Franc, Merlot and Malbec."
3449,La Raison d'Hêtre Côtes de Castillon 2016,Red wine Barrel Organic. Winery: L'Hêtre. Bordeaux Variety: Merlot and Cabernet Franc.
3450,Pepe Yllera Roble 2018,Red wine Oak. 6 months in French and American oak barrels. Winery: Yllera. D.O. Ribera del Duero. (Castilla y León) Variety: Cabernet Sauvignon and Tempranillo.
3451,Majas Chardonnay 2018,White wine Young Organic. Winery: Domaine Majas. VDP des Côtes Catalanes. (Languedoc-Roussillon) Variety: Chardonnay
3452,Valdelana Malvasía 2018,White wine Young. Winery: Valdelana. D.O.Ca. Rioja. (La Rioja) Variety: Malvasía
3453,12 Lunas Rosado 2019,Rosé wine Young. Winery: El Grillo y la Luna. D.O. Somontano. (Aragón) Variety: Syrah
3454,Valdelana Crianza 2016,Red wine Crianza. Winery: Valdelana. D.O.Ca. Rioja. (La Rioja) Variety: Mazuela and Tempranillo.
3455,Valdelana Tinto 2018,Red wine Young. Winery: Valdelana. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Viura.
3456,Valdelana Reserva 2015,Red wine Reserva. 24 months in French and American oak barrels. Winery: Valdelana. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo and Graciano.
3457,El Rey del Glam 2019,Red wine Young Natural. Winery: Alfredo Maestro. VT Castilla-León. (Castilla y León) Variety: Garnacha Tinta
3458,Amanda Rosado de Lágrima 2019,Rosé wine Young Natural. Winery: Alfredo Maestro. VT Castilla-León. (Castilla y León) Variety: Garnacha Tintorera
3459,El Marciano 2019,Red wine Young Natural. Winery: Alfredo Maestro. VT Castilla-León. (Castilla y León) Variety: Garnacha Tinta
3460,Luis Pato Colheita Seleccionada Branco 2018,White wine Young Respectful agriculture. Winery: Luis Pato. DOC Bairrada. (Beiras) Variety: Maria Gomes
3461,Murua Blanco Fermentado en Barrica 2018,"White wine Barrel. Winery: Murua. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Blanca, Viura and Malvasía."
3462,Gargalo Godello 2019,White wine Young. Winery: Gargalo. D.O. Monterrei. (Galicia) Variety: Godello
3463,Garum 2018,"Red wine Barrel. 12 months in French and American oak barrels. Winery: Bodegas Luis Pérez. VT Cádiz. (Andalusia) Variety: Syrah, Petit Verdot and Merlot."
3464,Binifadet Merluzo Blanco 2018,"White wine Young. Winery: Binifadet. VT Illa de Menorca. (Balearic Islands) Variety: Chardonnay, Muscat, Merlot and Malvasía."
3465,Cantocuerdas Albillo 2018,White wine Barrel Respectful agriculture. 11 months in French oak barrels 500 L. Winery: Bernabeleva. D.O. Vinos de Madrid. (Madrid) Variety: Albillo
3466,Hunter's Pinot Noir 2017,Red wine Barrel. Winery: Hunter's. Marlborough. (South Island) Variety: Pinot Noir
3467,Robertson Winery Pinotage 2019,Red wine Barrel. Winery: Robertson Winery. Robertson. (Western Cape South Coast) Variety: Pinotage
3468,Santiago Ruiz Albariño 2019,"White wine Young. Winery: Santiago Ruiz. D.O. Rías Baixas. (Galicia) Variety: Albariño, Treixadura, Godello, Loureira Blanca and Caíño Blanco."
3469,Masciarelli Montepulciano 2016,Red wine Barrel. Winery: Masciarelli. DOC Montepulciano d'Abruzzo. (Abruzzo) Variety: Montepulciano
3470,Las Gundiñas 2017,"Red wine Crianza Respectful agriculture. Winery: La Vizcaína de Vinos. D.O. Bierzo. (Castilla y León) Variety: Mencía, Estaladina, Souson and Alicante Bouschet."
3471,Viñas del Vero Chardonnay 2019,White wine Young. Winery: Viñas del Vero. D.O. Somontano. (Aragón) Variety: Chardonnay
3472,Angelitos Negros 2018,Red wine Oak. 6 months in French and American oak barrels. Winery: Casa Maguila. D.O. Toro. (Castilla y León) Variety: Tinta de Toro
3473,Las Rocas de San Alejandro Garnacha 2018,Red wine Barrel. 10 months in French and American oak barrels. Winery: San Alejandro. D.O. Calatayud. (Aragón) Variety: Garnacha Tinta
3474,Garnacha de Arrayán 2015,Red wine Crianza. 17 months in oak barrels. Winery: Arrayán. D.O. Méntrida. (Castilla La Mancha) Variety: Garnacha Tinta
3475,Peña El Gato Natural 2018,Red wine Aged on its lees Natural. Winery: Bodegas Juan Carlos Sancha. D.O.Ca. Rioja. (La Rioja) Variety: Garnacha Tinta
3476,Acusp 2017,Red wine Barrel Respectful agriculture. 12 months in French oak barrels. Winery: Castell d'Encús. D.O. Costers del Segre. (Catalonia) Variety: Pinot Noir
3477,Gaba do Xil Godello 2019,White wine Young. Winery: Telmo Rodríguez. D.O. Valdeorras. (Galicia) Variety: Godello
3478,Galena 2016,"Red wine Reserva Organic. 12 months in oak barrels. Winery: Clos Galena - Domini de la Cartoixa. D.O.Q. Priorat. (Catalonia) Variety: Cabernet Sauvignon, Merlot, Garnacha Tinta and Cariñena."
3479,Gran Feudo Edición Chardonnay 2019,White wine Young. Winery: Gran Feudo. D.O. Navarra. (Navarra) Variety: Chardonnay
3480,Ponte da Boga Godello 2019,White wine Barrel fermented. 5 months in an inox tank. Winery: Ponte da Boga. D.O. Ribeira Sacra. (Galicia) Variety: Godello
3481,Cerro Negro 2018,Red wine Barrel Respectful agriculture. 9 months in French oak barrels 500 L. Winery: Baldovar 923. Valencia. (Valencia) Variety: Mencía
3482,Domaine Charvin Côtes du Rhone 2018,"Red wine Barrel. Winery: Domaine Charvin. AOC Côtes du Rhône. (Rhone) Variety: Monastrell, Garnacha Tinta, Syrah and Cariñena."
3483,Roc des Anges Llum Blanc 2018,"White wine Biodinámico Organic. Winery: Roc des Anges. VDP des Côtes Catalanes. (Languedoc-Roussillon) Variety: Macabeo, Garnacha Gris and Garnacha Blanca."
3484,Joseph Voillot Pommard 1er Cru Les Pezerolles 2015,Red wine Barrel Respectful agriculture. Winery: Domaine Joseph Voillot. AOC Pommard 1er Cru - Côte-d'Or. (Burgundy) Variety: Pinot Noir
3485,Abadía Retuerta Selección Especial 2016,"Red wine Crianza. 13 months in French and American oak barrels. Winery: Abadía Retuerta. VT Castilla-León. (Castilla y León) Variety: Cabernet Sauvignon, Tempranillo and Syrah."
3486,Abadía Retuerta Selección Especial Magnum 2016,"Red wine Crianza. 13 months in French and American oak barrels. Winery: Abadía Retuerta. VT Castilla-León. (Castilla y León) Variety: Cabernet Sauvignon, Tempranillo and Syrah."
3487,Abadía Retuerta Selección Especial (3L) 2016,"Red wine Crianza. 13 months in French and American oak barrels. Winery: Abadía Retuerta. VT Castilla-León. (Castilla y León) Variety: Cabernet Sauvignon, Tempranillo and Syrah."
3488,Château Dereszla Aszú 5 Puttonyos 2016,"Sweet wine Barrel. Winery: Château Dereszla. Tokai. (Tokaj-Hegyalja) Variety: Furmint, Zéta and Hárslevelü."
3489,Castaño Rosado 2019,Rosé wine Young. Winery: Castaño. D.O. Yecla. (Murcia) Variety: Monastrell
3490,Finca Valpiedra Reserva Magnum 2014,"Red wine Reserva. 22 months in French oak barrels. Winery: Finca Valpiedra. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo, Maturana and Graciano."
3491,Cune Rosado 2019,Rosé wine Young. Winery: CVNE. D.O.Ca. Rioja. (La Rioja) Variety: Tempranillo
3492,Lagar de Cervera 2019,White wine Young. Winery: Lagar de Cervera. D.O. Rías Baixas. (Galicia) Variety: Albariño
3493,La Macabeu del Teixó 2019,White wine Natural Organic. Winery: Amor Per La Terra. Terragona. (Catalonia) Variety: Macabeo
3494,La Vicenta 2019,Orange wine Skin Contact Organic Natural. Winery: Amor Per La Terra. Penedès. (Catalonia) Variety: Xarel·lo
3495,El Bosc Cremat 2019,Red wine Carbonic maceration Natural Organic. Winery: Amor Per La Terra. Terragona. (Catalonia) Variety: Syrah and Xarel·lo.
